text,predict
" 脑瘫男孩遭父母遗弃，保姆""妈妈""守护14年[心] ，14年前，河北邢台老人郝庆芬照顾别人家孩子""小雨""，1岁多时小雨检查出脑瘫，亲生父母一夜之间没了踪迹。""没人要你，我要！再难，我也要把你养大成人！""从那时开始，郝庆芬从保姆升级成妈妈，吃饭、穿衣、习字，这一照顾就是14年。脑瘫男孩遭遗弃 保姆变身“妈妈”守候14年不悔(图)",1
 内蒙古259只候鸟死亡！检验机构：人为投药所致[怒] ，19日，内蒙古正蓝旗洪图淖尔出现候鸟陆续死亡，已累计发现候鸟死体259只，其中小天鹅233只、绿头鸭26只，均为国家二级保护动物。内蒙古权威检测机构在送检死体样本体内检出高毒杀虫剂克百威成分，初步认定为人为偷猎投药所致，为刑事案件。(央视),1
 内蒙古赤峰市一煤矿发生爆炸 17人已遇难 ，3日12时左右，内蒙古赤峰市元宝山区宝马矿业有限责任公司发生爆炸事故，目前已知死亡17人，还有多人困在井下。当地政府正在紧急开展救援工作。据了解，此矿本在停业整顿，事故具体原因还在进一步调查。（新华网）,1
 内蒙古赤峰一中学外发生车祸 致3死5伤 肇事司机坠楼身亡 ，今晨7点，内蒙古赤峰市松山四中外发生一交通事故，一男子驾车在学校附近连撞8人，造成3人死亡，其中2名学生、1名成人；其余5名伤者已送医救治，目前病情稳定。肇事司机逃逸后，坠楼身亡。事故原因正在进一步调查中。（央视新闻）,1
 内心感性，收放自如，她是宋佳。聪明和敬业让她在演绎角色时懂得创造。头条奥运倒计时65天，今日开屏明星宋佳 ， “一步步，渐入佳境！”来今日头条，了解更多关于宋佳的独家资讯。,1
 能摸的虚拟现实是什么样？ ，虚拟现实，给大家的视觉体验革了命，但如果我们的身体也想体验虚拟的世界怎么办？Oculus 和 Facebook 联合研发了一款叫做 HapticWave 的实验性设备，现阶段可以在平面上进行模拟空间感。这个装置是一个圆形的触摸板，它的金属表面可以在不同位置产生不同频率的震动，手掌?全文,1
" 能上天的汽车，正在路上 ，最近，美国 FAA（也就是联邦航空管理局）给一个叫做 Terrafugia 飞行汽车公司开了认证的绿灯。前不久，Google 创始人拉里・佩奇就被曝光以个人名义投资了超过 1 亿美元参与了飞行公司 Zee.Aero 的创立, 而这家公司研制的主要产品就是一款“空中汽车”。但飞行汽车类产品还有?全文",1
 你不懂的，大货车的盲区到底有多大？[围观] ，为什么大货车很容易发生碾压事故？坐上大货车驾驶位才发现，大货车司机眼里的“世界”和你眼中的是完全不一样的！！[吃惊]尤其在大货车拐弯时，最容易发生险情。科学远离大货车盲区，超实用！赶紧学起来！via.汽车之家小车司机你不懂 浅谈大货车视觉盲区,1
 你的#iphone6s异常关机#了吗？小新带你去换电池[熊猫] ，最近，苹果公司针对“关机门”提出解决方案：为部分6s用户免费换电池，但对于iPhone6等其他设备仍未出台措施。那方案会如何具体实施？小新今天就来北京西单的苹果专卖店，带你一探“电池”到底怎么个换法，戳↓直播关注！ 微博直播,1
 你的父母也在被迫做“老漂族”吗？ ，年纪已大，本该颐养天年，可为了照顾在外安家落户的儿女乃至孙辈，老人们不得不“老骥伏枥”，远离家乡去人生地不熟的城市里“发挥余热”……这样的“老漂族”已有近1800万人，其中包括你的父母吗？ 你的父母也在被迫做“老漂族”吗？,1
 你的肉身或已腐朽，你的数据却与世长存 ，这些用户信息数据甚至可以在一个网站已经更改所有权乃至完全死掉之后仍然存活。这就意味着你曾经在那些社交网站与购物网站注册的账号会在数十年后仍然阴魂不散地打扰你。你的肉身或已腐朽，你的数据却与世长存,1
 你的银行账户发生重大变化，看了这10条心里才有数！ ，央行费了九牛二虎之力，将银行账户设置成Ⅰ、Ⅱ、Ⅲ类账户。很多小伙伴懵了，弄这么复杂干啥？其实，账户分类主要是防范银行账户资金的不必要损失。那么，这三类账户区别在哪？又该如何使用？图个明白↓ 你的银行账户发生重大变化，看了这10条心里才有数！,1
 你的这些工资 单位不可以想扣就扣！[围观] ，年底将至，是时候对自己这一年的工资清算一下了。在你的单位，是否请假扣工资？休年假扣工资？产检扣工资？捐款扣工资？难道扣不扣工资，真的是用人单位说了算？哪些扣工资的方式我们是可以说“NO”的？戳文↓快了解！[话筒]事关你的钱包哦~,1
 你的这些工资 单位不可以想扣就扣！[围观] ，年底将至，是时候对自己这一年的工资清算一下了。在你的单位，是否请假扣工资？休年假扣工资？产检扣工资？捐款扣工资？难道扣不扣工资，真的是用人单位说了算？哪些扣工资的方式我们是可以说“NO”的？戳文↓快了解！[话筒]事关你的钱包哦~,1
 你的这些工资 单位不可以想扣就扣！[围观] ，年底将至，是时候对自己这一年的工资清算一下了。在你的单位，是否请假扣工资？休年假扣工资？产检扣工资？捐款扣工资？难道扣不扣工资，真的是用人单位说了算？哪些扣工资的方式我们是可以说“NO”的？戳文↓快了解！[话筒]事关你的钱包哦~,1
 你还敢把包放在椅子后面吗？小心！ ，近日，苏州的唐某在火锅店吃饭时，把包放在座位上去取调料，回来后包躺在地上，钱包不见了！监控显示，邻座两男子假装打电话，身体右倾，几秒钟便得手了。注意！冬天来了，厚衣服成了扒手们最好的掩护。小偷的这些常用手段你一定要看！扩散提醒！,1
 你好，你是做平面设计的吗？宝宝不是[拜拜] ，via. DailyBoooM 这七张图火爆了所有社交媒体！,1
 你好，十二月！[兔子] ，钟表，可以回到起点，却已不是昨天；日历，撕下一页简单，把握一天很难。2016年还剩一个月了，思考这即将过去的一年，许下的承诺，定下的目标都实现了吗？不要沮丧，不必慌张，打起精神，从今天开始，在最后的30天里，从这些↓↓↓开始改变自己！,1
" 你会买这种包装的矿泉水吗？[心] ，近日，山东青岛便利店出现""宝贝回家""矿泉水，瓶身上印着失踪儿童的大头照及信息。据悉，该矿泉水共生产50万瓶，主要在便利店、机场火车站等销售，下步将扩大到北京、上海等地。生产者希望增加失踪儿童信息曝光率，""让孩子回家多一个机会。""你觉得怎样？支持的转！",1
 你会去看这部电影吗？[心] ，他们传承匠心，一生一事；无大师之名，怀匠人之心。12月16日，《我在故宫修文物》大电影全国上映，拂去时光的蒙尘，拂拭焦躁的心。择一事，终一生。via.故宫博物院,1
 你会因人工智能而失业吗？ ，斯坦福大学人工智能与伦理学教授杰瑞・卡普兰认为，不久的将来，人类再也不用劳动。因为人工智能在自动化作业、自动驾驶，合成智能、执行能力等诸多方面的优势明显大于人类。它正不断的取代现有人类的工作，无论是体力劳动者还是脑力劳动者。自动化毫不留情。?全文,1
" 你家室温有18℃吗？多地规定不达标可退部分取暖费 ，近日北方大范围降温，河北、山东、辽宁等省份规定，供暖季室温应达到18℃，不达标部分取暖费可退回。河北规定按合同退费；山东要求供热企业减收热费；辽宁规定退还两倍热费…网友:没暖气,靠一身正气过冬！ 你家室温有18℃吗？多地规定不达标可退部分取暖费",1
 你家有三星洗衣机吗？不光手机，洗衣机也可能爆炸！[吃惊] ，目前三星洗衣机已因过大震动和机门脱落收到733起投诉，9人受伤，还有些正起诉三星的客户指出，他们的洗衣机“在正常使用时爆炸”。昨日上午，三星宣布在美国召回280万台特定型号的洗衣机，召回的洗衣机型号列表↓↓家里有的注意了！扩散！,1
 你家有三星洗衣机吗？不光手机，洗衣机也可能爆炸！[吃惊] ，目前三星洗衣机已因过大震动和机门脱落收到733起投诉，9人受伤，还有些正起诉三星的客户指出，他们的洗衣机“在正常使用时爆炸”。昨日上午，三星宣布在美国召回280万台特定型号的洗衣机，召回的洗衣机型号列表↓↓家里有的注意了！扩散！,1
 你看上去很好玩 ，via.优秀网页设计Dribbble上那些幽默好玩的GIF动图,1
 你们国胖队都是这么玩儿的吗？[doge] ，CCTV《挑战不可能》节目里，科科张继科 和龙队captain龙 玩起了花样乒乓！两人同时对打三个球，这行云流水的画风真是牛到飞起！[污],1
 你们在大城市站稳脚跟，他们却被迫开始了“漂泊”[可怜] ，买房成家、把父母接来尽孝，是大多城市“漂”们的终极愿望。可你知道吗？本想守着故土颐养天年的父母，却成了“老漂族”：他们在异乡为你带孩子“发挥余热”，他们舍弃亲友圈到陌生城市忍受孤独…戳↓关注“老漂”，别让他们再感到“漂泊”！,1
 你怕或者不怕，人工智能的时代终将到来 ，人工智能机器将比其制造者――人更加聪明。部分科学家也表示，正如黑洞中心存在着一个让一切已知物理定律都失效的“奇点”一样，信息技术也正在朝着这样一个奇点迈进。过了这个点，一切都将以现在不可预测、无法想象的速度和形式发展了。你怕或者不怕，人工智能的时代终将到来,1
 你身边有不靠谱的人吗？[思考] ，工作没责任心、不按时完成，答应的事要不断提醒才能办完…很多人觉得身边总有人不靠谱。一则针对于2000人的调查显示，98.9%受访者称身边有不靠谱的人。而靠谱的三大品质为：答应的事说到做到、事情保质量及时完成、勇于承担责任。来说说，你遇到过啥不靠谱的人和事？,1
 你希望人工智能懂你到哪一步？ ，2016 Google I/O 大会上，Google 发布了大量人工智能系列产品：智能助手、配套的家庭智能终端、VR 平台、智能穿戴设备等等。想了解这些应用的接地气儿的功能吗？随着技术不断发展，人工智能的确可以帮我们处理越来越多的事情，通过深度学习变得越来越“懂你”，但我们?全文,1
 你喜欢用哪个？“笑哭”成全球最受欢迎表情[笑cry] ，本年度全球网民表情报告显示，全球最受欢迎的10个表情符号（emoji）包括“爱心”、“大哭”、“微笑”、“笑哭”等，其中“笑哭”以21.25%发送量比例居榜首。而中国使用最多的表情符号是“龇牙”。[嘻嘻] (记者阮煜琳 刘育英)你最爱用的表情是__？,1
 你以为记者这个职业光鲜亮丽，然而真相是…… ，你觉得记者工作应该是啥样儿？是天天围着名人，始终在世界关注的中心？是趁着午后阳光，在咖啡馆里悠闲写稿？还是拿着相机，记录世界各地的精彩？然而，真相却酱婶儿的心酸……第17个记者节，戳长图↓了解记者们真实的生活，向他们致敬！[心],1
 你用过的新华字典是哪一版[doge] ，via. 中国文明网 这些年我们用过的新华字典,1
 你有这样的女朋友吗？[喵喵] ，via.每日漫画 一个完美的女友应该是怎么样的！,1
 你愿意和导盲犬同行吗？[心] ，导盲犬是最温顺聪明、经过严格训练的工作犬，它们能帮助视力残疾人正常出行，是他们“失而复得”的眼睛。目前，全国火车、北京和上海地铁都允许导盲犬进入，可导盲犬被拒绝的情况仍在多地上演。今天是国际残疾人日，愿意让导盲犬和我们共同出入公共场所的，请转起！[心],1
 你在离地50米的高空，悬空吃过饭吗？[二哈] ，圣诞节越来越近了！近日，比利时布鲁塞尔推出“空中圣诞大餐”，参加用餐的人围坐在一架雪橇车餐桌旁，起重机将餐桌举至离地50米的高空！而且还会有圣诞老人陪你吃饭、聊天、自拍。不过，别说坐那儿吃了，小新光是看这图↓↓就觉得腿软啦！[笑cry],1
 你在选择男/女朋友的时候看重啥？[doge] ，昨天，《上海单身青年的婚恋调查》发布，调查显示：男性在恋爱中考虑的五要素依次是：外貌＞性格＞生活习惯＞年龄＞家庭背景；女性看重的则是：性格＞外貌＞经济条件＞能力潜力＞生活习惯。你赞同吗？,1
 你造吗？其实你扔掉的这些都还是宝贝！[害羞] ，一时冲动买买买囤的货，没来得及吃/用就过期了…挺贵的东西，扔了可惜，留着发愁…咋办？这则实用贴妥妥为你解决！可乐还能刷马桶？啤酒还能给衣服增色？咖啡渣还能洁肤？今天世界勤俭日，↓↓变废为宝神技能送给你！[心]你还知道啥小窍门？说来听听！,1
 你真的会跑步吗？这样跑才正确 ，#科学博士#2016年算数健康大会公布6亿国人的健康资讯阅读数据，地域分布显示，北京人群最关注跑步。跑步是最易实现的运动方式，不受场地、装备、人数限制。但跑步也要注意正确姿势，以免拉伤肌肉和跟腱。什么时间跑更好？什么样的跑步姿势才不会受伤？戳图涨姿势↓↓,1
 女大学生宿舍产子 怕人发现将孩子杀害装进行李箱带回老家 ，在合肥读大学的21岁女生汪某，今年3月时在宿舍产下了一名婴儿。她担心被人发现，竟掐婴儿脖子并用剪...            ,1
 女学生因血型罕见被强行多抽一百毫升，血站：反正也没事，多给点吃的就好了 ，在网上看到这样一则消息：一名大三学生小倩和她的朋友离开校门时，看到附近有一辆献血...         ,1
 女子双十一疯狂购物23万！老公当场昏倒抢救无效死亡！ ，据新闻报道，双十一凌晨两点一男子不停听到手机信心响铃，打开后看到4张信用卡被疯狂刷爆！当时以...         ,1
 女子学开车意外撞死奶奶，让教车的丈夫顶包[怒] ，近日，四川资阳。一女子让丈夫教其开车，由于其第一次开车不懂如何操作，直接撞上了站在路边的奶奶致其身...            ,1
 朋友圈寻亲，提醒转发 ，视频中小姑娘被拐卖到郑州了，希望寻找家人。看见的朋友相互转发一下吧！感恩！说家是王庄的，爸爸叫张建！ ,1
 辟谣 ，这几张图片是NASA宇航员在太空拍摄到的飓风佛罗伦萨，不是“山竹”。 ,1
 平衡木上，她挥洒过汗水，敢打敢拼成为了她的代名词，她是邓琳琳。不断超越自己，她还将创造更多可能性。头条奥运倒计时83天，今日开屏明星邓琳琳 ，“谁说梦想和现实，不能平衡。”来今日头条，了解更多关于邓琳琳的独家资讯。,1
 人间悲剧！安徽六安男方拿不出28万彩礼，女孩跳井身亡引发悲剧！不娶了？？[伤心] ， ,1
 赛场上，她出拳毫不犹疑，生活中，她却是一位能够背诵整篇《琵琶行》的传统文化爱好者，她是综合搏击运动员，“搏击玫瑰”唐金。头条奥运倒计时79天，今日开屏明星自由搏击唐金 ，“有实力，才能搏眼球。”来今日头条，了解更多关于唐金的独家资讯。?全文,1
 三次打进奥运决赛，他让直板横打打法成为乒坛的主流打法，他是王皓。身为运动员，他不断战胜自己、战胜困难。头条奥运倒计时61天，今日开屏明星王皓乒乓 ， “王者之路，意味着百折不挠。”来今日头条，了解更多关于王皓的独家资讯。,1
 嗓音清凉飘逸，歌声激情充沛，他是王铮亮。卓尔不群，勤奋刻苦。头条奥运倒计时50天，今日开屏明星王铮亮 ， “音乐王者，‘亮’剑出鞘。”来今日头条，了解更多关于王铮亮的独家资讯。,1
 厦门公交车起火爆炸已致47人死亡 ，昨天18点20分，厦门一辆公交车行驶中突然起火，目前已致47人死亡，38人受伤。公安机关现场勘察发现，助燃剂为汽油，而该公交使...         ,1
 厦门公交起火爆炸案伤者包括4名高考生 ，厦门公交车起火爆炸案，已造成47人死亡，34人受伤，其中12人重伤，5人危重。伤者包括4名高考生，1名已出院，3名依旧住院治疗...         ,1
 山东小伙小朱几天前他竟然留下一条短信，说自己要去峨眉山跳崖 ，　　山东小伙小朱是一个刚刚毕业的大学生。他的父母向媒体求助，小朱与不久前只身来到四川旅游，可让...            ,1
 什么都可以惹，千万别惹社会上的鹅[笑cry]（转）,1
 声音和演唱方式都有极高的辨识度，他是吴克群。一路走来，他仍怀抱着对唱歌的热爱。头条奥运倒计时63天，今日开屏明星吴克群 ， “从不克制野心。”来今日头条，了解更多关于吴克群的独家资讯。,1
 时而英气潇洒，时而仙气妩媚，她是张天爱。骄傲而凌厉，她的眼神执着坚毅。头条奥运倒计时58天，今日开屏明星Crystal张天爱 ， “像少女一样的梦想，像少年一样拼。”来今日头条，了解更多关于张天爱的独家资讯。,1
 叔叔阿姨，你们真的认错狗了！！！[二哈][二哈][二哈]（转）,1
 帅气阳光，谦虚低调，他是林o。彬彬有礼，与众不同。头条奥运倒计时52天，今日开屏明星林峰官网 ， “永远有座高峰，等我去征服。”来今日头条，了解更多关于林o的独家资讯。,1
 岁月静好.... 就想这么静静飘荡一生.....[二哈][二哈][笑cry]英国那些事儿的秒拍视频,1
 他被媒体称为“最秀鲜霸”，展现出不可抵挡的偶像魅力，他是曾舜。头条奥运倒计时76天，今日开屏明星曾舜Joseph ， “早安少年，不驻足昂首前行。”来今日头条，了解更多关于曾舜的独家资讯。,1
 他被誉为古装男神，明眸皓齿，温润如玉，他是乔振宇。勇于尝试，他从不放弃。头条奥运倒计时62天，今日开屏明星乔振宇 ， “十年苦练，才不会昙花一现。”来今日头条，了解更多关于乔振宇的独家资讯。,1
 他的电影既像不间断变化翻新的风景，又像多声部复调回旋的乐曲。他是陈可辛，他说口碑比票房更重要。头条奥运倒计时36天，今日开屏明星Pete三姑丈 ，“导演自己的辉煌。”来今日头条，了解更多关于陈可辛的独家资讯。,1
 他的文字细腻，温暖治愈，一本《从你的全世界路过》感动无数读者。他是张嘉佳，他将用电影重述《摆渡人》的故事。头条奥运倒计时31天，今日开屏明星张嘉佳 ，“向全世界证明自己。”来今日头条，了解更多关于张嘉佳的独家资讯。,1
 他解说过无数场经典球赛，既全面专业又激情澎湃，让那些精彩瞬间在球迷心中定格成为永恒。他是黄健翔，他中国体育解说界难以跨越的标杆。头条奥运倒计时47天，今日开屏明星黄健翔 ， “你不是一个人在战斗。”来今日头条，了解更多关于黄健翔的独家资讯。?全文,1
 他们是冬奥会花样滑冰世界冠军，他们是申雪和赵宏博，他们的爱情和他们的事业一样完美。头条奥运倒计时24天，今日开屏明星申雪宏博 ， “一个人的成功，两个人的辉煌。”来今日头条，了解更多关于申雪和赵宏博的独家资讯。,1
 他谦虚、知性、爱思考，懂得如何去诠释角色，如何给角色注入更有活力的东西。他是佟大为，一个不可多得的好演员。头条奥运倒计时22天，今日开屏明星佟大为 ，“全力拼搏，大有作为。”来今日头条，了解更多关于佟大为的独家资讯。,1
 他饰演的徐太宇自然不做作，霸道又纯情，他是王大陆。勇于尝试，从不停止。头条奥运倒计时51天，今日开屏明星王大TaluWang ， “每走一步，就能发现新大陆。”来今日头条，了解更多关于王大陆的独家资讯。王大陆官方后援会,1
 他是“中国佐罗”，他是仲满，凭借闪电般的剑术和合理的战术，他成为中国奥运史上首位男子击剑世界冠军。头条奥运倒计时35天，今日开屏明星击剑仲满 ，“梦想面前永不自满。”来今日头条，了解更多关于仲满的独家资讯。,1
 他是《蓝色大门》里的张士豪，也是《我可能不会爱你》里的大仁哥，他是陈柏霖。有着帅气的面庞，但他从未停止努力。头条奥运倒计时57天，今日开屏明星柏霖  ， “要帅，就一路帅到终点线！”来今日头条，了解更多关于陈柏霖的独家资讯。,1
 他是《痞子英雄》里的吴英雄，他是《致青春》里的陈孝正，他是《九层妖塔》里的胡八一，他是赵又廷，他努力成为一个好演员。头条奥运倒计时16天，今日开屏明星HEROw又廷 ， “谁不想圆梦！”来今日头条，了解更多关于赵又廷的独家资讯。,1
 他是《武林外传》的白展堂，她是《京华烟云》的牛素云，他们是沙溢和胡可，他们的爱情和事业同样引人羡慕。头条奥运倒计时10天，今日开屏明星沙溢 胡可 ， “赢了成绩，不输幸福。”来今日头条，了解更多关于沙溢和胡可的独家资讯。,1
 他是好歌手也是好演员，谦虚认真有灵性，他是井柏然，他身上巨大的潜力，让人感到未来不可限量。头条奥运倒计时7天，今日开屏明星井柏然 ，“敢拼的人，不相信偶然。”来今日头条，了解更多关于井柏然的独家资讯。,1
 他是机智幽默的画家，以纯粹的赤子之心画漫画。他是朱德庸，他的作品溶解了无数人的喜怒哀乐，让人将不快一笑而过。头条奥运倒计时30天，今日开屏明星朱德庸 ，“像孩子一样追梦。”来今日头条，了解更多关于朱德庸的独家资讯。,1
 他是来自22世纪的猫型机器人，他是野比大雄最亲密的朋友，他是哆啦A梦，他的四维空间口袋里总是充满各种奇妙的道具。头条奥运倒计时12天，今日开屏明星哆啦A梦，“努力是圆梦的任意门。”来今日头条，了解更多关于哆啦A梦的独家资讯。,1
 他是伦敦奥运会男子双杠冠军，他和队友们以矫健的身姿为祖国赢得荣誉。他是冯矗体育是他的职业也是他的信仰。头条奥运倒计时45天，今日开屏明星冯葱∨ ，“双脚离地，伸手摘金。”来今日头条，了解更多关于冯吹亩兰易恃丁,1
 他是拳台上的主人，他是杨连慧，他让世界知道中国人可以在拳击台上轻松表演。头条奥运倒计时17天，今日开屏明星拳手杨益 ， “上场从未想过输。”来今日头条，了解更多关于杨连慧的独家资讯。,1
 他是首位进入F1大奖赛的中国车手，他身上有一个农业帝国童年的梦想：速度意味着美，意味着一切。他是马青骅。头条奥运倒计时41天，今日开屏明星马青骅 ，“一马当先，一往无前。”来今日头条，了解更多关于马青骅的独家资讯。,1
 他是型男，演技精湛，他是杨佑宁。从《十七岁的天空》到《一页台北》再到如今的《寒战2》，他带给我们的惊喜越来越多。头条奥运倒计时28天，今日开屏明星畹vYOYANG ，“奋战梦想，时刻待命。”来今日头条，了解更多关于杨佑宁的独家资讯。?全文,1
 他是一位音乐诗人，他的音乐充满幻想，他是李云迪，他的手指拥有诗意和技巧，将冷静与炽热融于一体。头条奥运倒计时5天，今日开屏明星李云迪YUNDI ，“坚持梦想，直上云霄。”来今日头条，了解更多关于李云迪的独家资讯。,1
 他是音乐才子胡彦斌，今天是他的生日，祝他生日快乐，收获更多的惊喜与美满！头条奥运倒计时32天，今日开屏明星胡彦斌 ，“靠实力，赢天下。”来今日头条，了解更多关于胡彦斌的独家资讯。,1
 他是在生物医学界拥有国际影响力的科学家和企业家。从华大基因到碳云智能，王俊一直进行着一个又一个挑战，不停地奔跑，不断设置新起点，冲向更高的山峰。头条奥运倒计时70天，今日开屏明星王俊-碳云智能 ， “上场，做自己的王者。”来今日头条，了解更多关于?全文,1
 他是中国电竞第一人，也是卫冕WCG魔兽争霸的世界第一人。他是SKY，他从未放弃过他的梦想。头条奥运倒计时39天，今日开屏明星SKY李晓峰 ，“不给自己，第二的机会。”来今日头条，了解更多关于SKY的独家资讯。,1
 他是中国羽毛球名将，和林丹并称为体坛的双子星。他是鲍春来，从体育界到演艺圈，期待他完成精彩的蜕变。头条奥运倒计时29，今日开屏明星鲍春来 ，“来，享受比赛。”来今日头条，了解更多关于鲍春来的独家资讯。,1
 他是著名足球评论员，极具个人风格的解说给球迷留下许多生动的记忆。他是刘建宏，他对中国足球充满感情。头条奥运倒计时38天，今日开屏明星刘建宏 ，“梦想，没有说的那么简单。”来今日头条，了解更多关于刘建宏的独家资讯。,1
 他说过“谁的青春不迷茫”，他也说过“你的孤独，虽败犹荣”。他是刘同，现在，他要“向着光亮那方”。头条奥运倒计时43天，今日开屏明星刘同 ，“梦想无需别人认同。”来今日头条，了解更多关于刘同的独家资讯。,1
 他通过歌声传达感动与执着，积极向上的曲风赢得大众喜爱。他是周华健，他的音乐尽管没有太多的技巧修饰，却能够让人感受到真心真情。头条奥运倒计时21天，今日开屏明星周华健，“没有人能随随便便成功。”来今日头条，了解更多关于周华健的独家资讯。?全文,1
 他外形帅气，偏偏才华横溢。他是曾国祥，从《恋人絮语》到《醉后一夜》再到《七月与安生》。他导演的作品值得期待。头条奥运倒计时34天，今日开屏明星曾祥 ，“七月过后，依旧炽热。”来今日头条，了解更多关于曾国祥的独家资讯。,1
 他温和儒雅，有偶像的外表，也有观众认可的演技，他是冯绍峰，他喜欢富有挑战性的角色，努力让自己与角色融为一体。头条奥运倒计时19天，今日开屏明星冯绍峰 ， “不冒风险，哪有巅峰。”来今日头条，了解更多关于冯绍峰的独家资讯。,1
 他喜欢诠释深沉厚重的角色，用精湛演技征服了观众，他是黄志忠。凭着斗志，他塑造了一个个有血有肉的角色。头条奥运倒计时75天，今日开屏明星演员黄志忠 ， “斗志，是每个人的天赋。”来今日头条，了解更多关于黄志忠的独家资讯。,1
 他性格沉稳，有实力、有潜力，他是樊振东，19岁的他已获得多个乒乓球世界冠军。头条奥运倒计时9天，今日开屏明星樊振东123  ， “对手越强越振奋。”来今日头条，了解更多关于樊振东的独家资讯。,1
 他阳光帅气，他是一代人的绝版青春，他是吴奇隆，他不断挑战和突破自己，拥有一颗谦虚的心和永不倦怠的学习精神。“肩扛梦想，脚踏现实。”来今日头条，了解更多关于吴奇隆 的独家资讯。,1
 他有天马行空般的想象力，可以把一个平淡故事讲得惊心动魄。他是南派三叔，他忠实于读者，认为写作就是为了给读者带来愉悦。头条奥运倒计时27天，今日开屏明星南派三叔 ，“成功没有剧本。”来今日头条，了解更多关于南派三叔的独家资讯。,1
 他扎实、全能，他是奥运吊环冠军陈一冰，他在体操赛场表现完美，所向披靡。头条奥运倒计时1天，今日开屏明星陈一冰 ，“梦想，要自己牢牢握住。”来今日头条，了解更多关于陈一冰的独家资讯。,1
 他治愈系的微笑，充满灵气的眼神，虏获了众多影迷的心。他是李现，他不仅有帅气的外形，更有纯熟的演技。头条奥运倒计时44天，今日开屏明星李现ing ，“用坚持兑换梦想。”来今日头条，了解更多关于李现的独家资讯。,1
 她曾是奥运体操冠军，如今是优秀演员，她是刘璇，她从体操传奇到电影传奇的经历，充满了惊喜。头条奥运倒计时12天，今日开屏明星刘璇 ，“不停旋转不停歇。”来今日头条，了解更多关于刘璇的独家资讯。,1
